storeKey,region,enseigne,product_to_remove,product_to_add,reason
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIERE LA GOUDALE AMBREE,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.279
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL TRIPLE SECRET DES MOINES,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.281
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,25CL BIERE KRIEK LINDEMANS,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.278
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL KOENIGSBIER 10%,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.143
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,"6X25CL LEFFE BLONDE 6,6%",12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.128
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,50CL CAN GRIMBERGEN RGE,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.142
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIER.GRAND CRU CAST.8.5%V,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.286
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 6X25CL GRIMBERGEN 6% BLCHE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.129
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL TRIPLE SECRET DES MOINES,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.281
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,25CL BIERE KRIEK LINDEMANS,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.278
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,6X25 CL LEFFE AMBREE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.135
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 6X25CL GRIMBERGEN 6% BLCHE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.129
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIER.GRAND CRU CAST.8.5%V,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.286
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,"6X25CL LEFFE BLONDE 6,6%",12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.128
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,50CL CAN GRIMBERGEN RGE,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.142
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL KOENIGSBIER 10%,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.143
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL CHIMAY TRIPLE 8%V,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.283
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL KOENIGSBIER 10%,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.143
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIER.GRAND CRU CAST.8.5%V,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.286
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL TRIPLE SECRET DES MOINES,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.281
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIERE LA GOUDALE AMBREE,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.279
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,50CL CAN GRIMBERGEN RGE,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.142
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,"6X25CL LEFFE BLONDE 6,6%",12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.128
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,50CL GUINNESS WEST INDIES 6D,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.305
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,6X25 CL LEFFE AMBREE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.135
302018000125,PROVENCE-ALPES-COTE D'AZUR,Market,25CL BIERE KRIEK LINDEMANS,33CL BIER. NO4 PALE LAGER BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL 6.8% BIERE LA CHARNUE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"6X25CL LEFFE BLONDE 6,6%",12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.128
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"50CL BTE LA BETE BLANCHE 5,2%",44CL CAN IPA BLACK OAK BIO,Score ↑ 0.138
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL ATLAS PILS,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.143
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,20X25CL LEFFE BLONDE 6.6O,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.13
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIER.GRAND CRU CAST.8.5%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.286
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 6X25CL GRIMBERGEN 6% BLCHE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.129
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL CHTI SIGNATURE IPA 6%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.314
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 75CL LA MONT NOIRE 7%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.286
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL ROCHEFORT TRIPLE EXTRA,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL CHIMAY TRIPLE 8%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL KOENIGSBIER 10%,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.15
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25 CL LEFFE AMBREE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.135
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25CL HEINEKEN SILVER 4%,LA P'TITE BLANCHE BIO 33CL,Score ↑ 0.276
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50 CL CH'TI SIGNATURE IPA,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.141
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,25CL BIERE KRIEK LINDEMANS,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL TRIPLE SECRET DES MOINES,33CL PROVENC'ALE IPA BIO,Score ↑ 0.281
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25CL BIERE SAER BRAU 5%,LA P'TITE BLANCHE BIO 33CL,Score ↑ 0.308
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X33CL CAN GRIMBERG 6.7%,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.137
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL LA GOUDALE AMBREE 7.2%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL KWAK ROUGE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,12X25CL GRIM AMBREE 6.5%V,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.168
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"33CL LA G DE GOUDALE 7,9%",33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL CHIMAY TRIPLE 8%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 6X25CL GRIMBERGEN 6% BLCHE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.129
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL TRIPLE SECRET DES MOINES,33CL PROVENC'ALE IPA BIO,Score ↑ 0.281
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL LA GOUDALE AMBREE 7.2%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL BIERE LA CHARNUE 7%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.289
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25CL BIERE SAER BRAU 5%,LA P'TITE BLANCHE BIO 33CL,Score ↑ 0.307
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X33CL CAN GRIMBERG 6.7%,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.137
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL 6.8% BIERE LA CHARNUE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25 CL LEFFE AMBREE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.135
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL ATLAS PILS,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.144
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"6X25CL LEFFE BLONDE 6,6%",12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.128
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,25CL BIERE KRIEK LINDEMANS,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50CL GUINNESS WEST INDIES 6D,33CL PROVENC'ALE IPA BIO,Score ↑ 0.305
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,3 MONTS SAISON 75CL,33CL PROVENC'ALE IPA BIO,Score ↑ 0.303
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,20X25CL LEFFE BLONDE 6.6O,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.129
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIERE LA GOUDALE AMBREE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL CHTI SIGNATURE IPA 6%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.314
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"50CL BTE LA BETE BLANCHE 5,2%",44CL CAN IPA BLACK OAK BIO,Score ↑ 0.138
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL KOENIGSBIER 10%,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.15
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50CL BIERE BAVARIA GOLD,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.159
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL ROCHEFORT TRIPLE EXTRA,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL KWAK ROUGE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50 CL CH'TI SIGNATURE IPA,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.141
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIER.GRAND CRU CAST.8.5%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.286
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL TRIPLE SECRET DES MOINES,33CL PROVENC'ALE IPA BIO,Score ↑ 0.281
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL LA GOUDALE AMBREE 7.2%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL ROCHEFORT TRIPLE EXTRA,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"33CL LA G DE GOUDALE 7,9%",33CL PROVENC'ALE IPA BIO,Score ↑ 0.281
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL 6.8% BIERE LA CHARNUE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL RINCE COCHON 8.5%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.286
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,12X25CL GRIM AMBREE 6.5%V,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.168
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL CHIMAY TRIPLE 8%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,3 MONTS SAISON 75CL,33CL PROVENC'ALE IPA BIO,Score ↑ 0.303
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X33CL CAN GRIMBERG 6.7%,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.137
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50 CL CH'TI SIGNATURE IPA,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.141
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,20X25CL LEFFE BLONDE 6.6O,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.13
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL KOENIGSBIER 10%,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.15
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL CHTI SIGNATURE IPA 6%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.314
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50CL GUINNESS WEST INDIES 6D,33CL PROVENC'ALE IPA BIO,Score ↑ 0.305
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"6X25CL LEFFE BLONDE 6,6%",12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.128
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL ATLAS PILS,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.143
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIER.GRAND CRU CAST.8.5%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.286
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25 CL LEFFE AMBREE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.135
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL ANOSTEKE BLDE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.285
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 6X25CL GRIMBERGEN 6% BLCHE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.129
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50CL BIERE BAVARIA GOLD,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.159
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL KWAK ROUGE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIERE LA GOUDALE AMBREE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,20X25CL GRIMBERGEN AMBREE 6.5%,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.138
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL BIERE CORBEAU 9%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,25CL BIERE KRIEK LINDEMANS,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25CL BIERE SAER BRAU 5%,LA P'TITE BLANCHE BIO 33CL,Score ↑ 0.308
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 6X25CL GRIMBERGEN 6% BLCHE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.129
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25CL BIERE SAER BRAU 5%,LA P'TITE BLANCHE BIO 33CL,Score ↑ 0.308
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL CHIMAY TRIPLE 8%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BTLE LA TRAPPE QUADRUPEL,33CL PROVENC'ALE IPA BIO,Score ↑ 0.308
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL 6.8% BIERE LA CHARNUE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIERE LA GOUDALE AMBREE,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL KOENIGSBIER 10%,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.15
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL CHTI SIGNATURE IPA 6%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.314
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25 CL LEFFE AMBREE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.135
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X33CL CAN GRIMBERG 6.7%,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.137
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50CL GUINNESS WEST INDIES 6D,33CL PROVENC'ALE IPA BIO,Score ↑ 0.305
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50 CL CH'TI SIGNATURE IPA,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.141
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL TRIPLE SECRET DES MOINES,33CL PROVENC'ALE IPA BIO,Score ↑ 0.281
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL BIER.GRAND CRU CAST.8.5%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.286
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,12X25CL GRIM AMBREE 6.5%V,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.168
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,20X25CL GRIMBERGEN AMBREE 6.5%,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.138
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,25CL BIERE KRIEK LINDEMANS,33CL PROVENC'ALE IPA BIO,Score ↑ 0.278
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL BIERE LA CHARNUE 7%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.289
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BTE 50CL ATLAS PILS,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.143
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,"6X25CL LEFFE BLONDE 6,6%",12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.128
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,KWAK BLONDE BOITE 50CL,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.154
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,33CL ROCHEFORT TRIPLE EXTRA,33CL PROVENC'ALE IPA BIO,Score ↑ 0.287
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,KWAK BLONDE BOITE 50CL,44CL CAN IPA BLACK OAK BIO,Score ↑ 0.154
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,75CL CHTI SIGNATURE IPA 6%,33CL PROVENC'ALE IPA BIO,Score ↑ 0.314
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,3 MONTS SAISON 75CL,33CL PROVENC'ALE IPA BIO,Score ↑ 0.303
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X33CL CAN GRIMBERG 6.7%,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.137
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 75CL LA MONT NOIRE 7%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.286
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL CHIMAY TRIPLE 8%V,33CL PROVENC'ALE IPA BIO,Score ↑ 0.282
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,BLE 33CL BIERE PAIX DIEU 10O,33CL PROVENC'ALE IPA BIO,Score ↑ 0.294
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,6X25 CL LEFFE AMBREE,12X25CL GOUDALE RUBIS MAXI FOR,Score ↑ 0.135
302018000164,PROVENCE-ALPES-COTE D'AZUR,Market,50CL GUINNESS WEST INDIES 6D,33CL PROVENC'ALE IPA BIO,Score ↑ 0.305
